1501599221 0 1 0 0
1502312276 1 1 0 0
1502752666 2 1 0 0
1502887225 3 1 0 0
1502889252 4 1 0 0
1502976844 5 1 0 0
1503083782 6 1 0 0
1503087203 7 1 0 0
1503317559 8 1 0 0
1503491423 9 1 0 0
1505300889 9 2 0 0
1505340111 10 2 0 0
1505406659 11 2 0 0
1505830965 12 2 0 0
1505911479 13 2 0 0
1506456022 14 2 0 0
1506456892 15 2 0 0
1506614839 16 2 0 0
1506695615 17 2 0 0
1506710557 18 2 0 0
1506710878 19 2 0 0
1506712601 20 2 0 0
1506718775 21 2 0 0
1506719043 22 2 0 0
1507044040 23 2 0 0
1507045578 24 2 0 0
1507541789 25 2 0 0
1507541938 26 2 0 0
1507542122 27 2 0 0
1507574795 28 2 0 0
1507727936 29 2 0 0
1507815054 30 2 0 0
1507896773 31 2 0 0
1508092852 32 2 0 0
1508275184 33 2 0 0
1508439850 34 2 0 0
1508506636 35 2 0 0
1508506943 36 2 0 0
1508538899 37 2 0 0
1508782927 38 2 0 0
1508783166 39 2 0 0
1508785857 40 2 0 0
1508788797 41 2 0 0
1508792637 42 2 0 0
1508792809 43 2 0 0
1508864469 44 2 0 0
1509557151 45 2 0 0
1509892053 46 2 0 0
1511838286 47 2 0 0
1511883832 53 2 0 0
1511899806 54 2 0 0
1512183512 55 2 0 0
1513941188 56 2 0 0
1513943337 57 2 0 0
1518118913 58 2 0 0
1518119479 59 2 0 0
1518119543 60 2 0 0
1518812583 64 2 0 0
1519665802 65 2 0 0
1519667832 66 2 0 0
1519667948 67 2 0 0
1519727291 68 2 0 0
1519730397 69 2 0 0
1520025870 70 2 0 0
1520446896 71 2 0 0
1520622720 72 2 0 0
1520623843 73 2 0 0
1528124869 75 2 0 0
1533311275 76 2 0 0
1534809674 78 2 0 0
1534857165 79 2 0 0
1536454578 80 2 0 0
1537106152 81 2 0 0
1537106172 85 2 0 0
1537536524 86 2 0 0
1537550124 87 2 0 0
1537629081 89 2 0 0
1538161343 90 2 0 0
1538672111 96 2 0 0
1538675399 97 2 0 0
1538683209 98 2 0 0
1538762698 102 2 0 0
1538991860 103 2 0 0
1538992220 104 2 0 0
1539702487 105 2 0 0
1539945159 106 2 0 0
1539973923 107 2 0 0
1540343442 108 2 0 0
1540649605 110 2 0 0
1540981469 111 2 0 0
1540981843 117 2 0 0
1541153711 120 2 0 0
1541416910 121 2 0 0
1541866195 122 2 0 0
1542316084 124 2 0 0
1542739944 127 2 0 0
1543401736 129 2 0 0
1543959913 130 2 0 0
1544155680 131 2 0 0
1544651787 132 2 0 0
1544853982 134 2 0 0
1545199712 135 2 0 0
1545199844 140 2 0 0
1545202813 141 2 0 0
1545314278 142 2 0 0
1545314339 143 2 0 0
1545339079 144 2 0 0
1545339651 145 2 0 0
1545340249 146 2 0 0
1545340412 147 2 0 0
1545342641 148 2 0 0
1545342722 149 2 0 0
1545901085 150 2 0 0
1546367313 158 2 0 0
1546367518 159 2 0 0
1546371021 161 2 0 0
1546411096 165 2 0 0
1546417581 167 2 0 0
1546420541 168 2 0 0
1546424545 169 2 0 0
1546427302 170 2 0 0
1546430293 171 2 0 0
1546431272 172 2 0 0
1546431783 173 2 0 0
1546432312 174 2 0 0
1546433551 175 2 0 0
1546500013 176 2 0 0
1546517047 177 2 0 0
1546703284 179 2 0 0
1547157464 181 2 0 0
1547205628 185 2 0 0
1547292255 186 2 0 0
1547575912 188 2 0 0
1547575975 189 2 0 0
1547865409 190 2 0 0
1548791664 191 2 0 0
1548791751 192 2 0 0
1548845683 193 2 0 0
1548857417 194 2 0 1
1549017090 196 2 0 1
1549019421 198 2 0 1
1549302868 203 2 0 1
1549375523 205 2 0 1
1551234854 206 2 0 1
1553872646 207 2 0 1
1554142907 208 2 0 1
1554232837 209 2 0 1
1555151441 210 2 0 1
1555337402 211 2 0 1
1564365310 212 2 0 1
1568309222 213 2 0 1
1570992338 214 2 0 1
1570995225 215 2 0 1
1571779538 216 2 0 1
1571943354 217 2 0 1
1571943583 218 2 0 1
1577385919 219 2 0 1
1580743358 221 2 0 1
1580925041 223 2 0 1
1581075728 224 2 0 1
1581201949 225 2 0 1
1581332758 226 2 0 1
1581367007 227 2 0 1
1581601688 228 2 0 1
1582628018 229 2 0 1
1582631531 230 2 0 1
1582655573 231 2 0 1
1582656911 232 2 0 1
1582715329 233 2 0 1
1582717026 234 2 0 1
1582747614 235 2 0 1
1582747741 236 2 0 1
1582801488 237 2 0 1
1582801682 238 2 0 1
1582802311 239 2 0 1
1582806609 240 2 0 1
1584009454 241 2 0 1
1584031925 254 2 0 1
1584066137 258 2 0 1
1584153051 259 2 0 1
1587145201 260 2 0 1
1587145874 261 2 0 1
1587391398 263 2 0 1
1590774874 264 2 0 1
1595728850 265 2 0 1
1595761793 266 2 0 1
1630498451 266 2 1 1
