1538966733 1 0 0 0 0 0 0 0 0 0 0 0 0
1539024244 2 0 0 0 0 0 0 0 0 0 0 0 0
1539031563 3 0 0 0 0 0 0 0 0 0 0 0 0
1539032146 4 0 0 0 0 0 0 0 0 0 0 0 0
1539032851 5 0 0 0 0 0 0 0 0 0 0 0 0
1539033132 6 0 0 0 0 0 0 0 0 0 0 0 0
1539033799 7 0 0 0 0 0 0 0 0 0 0 0 0
1539036885 8 0 0 0 0 0 0 0 0 0 0 0 0
1539051262 8 0 0 0 1 0 0 0 0 0 0 0 0
1539052526 8 0 0 0 2 0 0 0 0 0 0 0 0
1539056432 8 0 0 0 3 0 0 0 0 0 0 0 0
1539098815 9 0 0 0 3 0 0 0 0 0 0 0 0
1539099347 10 0 0 0 3 0 0 0 0 0 0 0 0
1539100605 11 0 0 0 3 0 0 0 0 0 0 0 0
1539110990 11 0 0 0 4 0 0 0 0 0 0 0 0
1539116236 11 0 0 0 5 0 0 0 0 0 0 0 0
1539118596 12 0 0 0 5 0 0 0 0 0 0 0 0
1539135281 13 0 0 0 5 0 0 0 0 0 0 0 0
1539135436 14 0 0 0 5 0 0 0 0 0 0 0 0
1539139611 15 0 0 0 5 0 0 0 0 0 0 0 0
1539140014 16 0 0 0 5 0 0 0 0 0 0 0 0
1539140153 17 0 0 0 5 0 0 0 0 0 0 0 0
1539180583 18 0 0 0 5 0 0 0 0 0 0 0 0
1539181252 19 0 0 0 5 0 0 0 0 0 0 0 0
1539184829 19 0 0 0 5 0 0 0 0 0 1 0 0
1539194977 20 0 0 0 5 0 0 0 0 0 1 0 0
1549106134 21 0 0 0 5 0 0 0 0 0 1 0 0
1549116030 22 0 0 0 5 0 0 0 0 0 1 0 0
1549232533 22 0 0 0 5 0 0 0 1 0 1 0 0
1549462913 22 0 0 0 5 0 0 0 1 0 1 0 1
1552751631 23 0 0 0 5 0 0 0 1 0 1 0 1
1553093647 24 0 0 0 5 0 0 0 1 0 1 0 1
1553094144 25 0 0 0 5 0 0 0 1 0 1 0 1
1553095520 26 0 0 0 5 0 0 0 1 0 1 0 1
1553107566 27 0 0 0 5 0 0 0 1 0 1 0 1
1553110852 28 0 0 0 5 0 0 0 1 0 1 0 1
1553115522 29 0 0 0 5 0 0 0 1 0 1 0 1
1553124435 30 0 0 0 5 0 0 0 1 0 1 0 1
1553178555 31 0 0 0 5 0 0 0 1 0 1 0 1
1558478118 32 0 0 0 5 0 0 0 1 0 1 0 1
1558479835 33 0 0 0 5 0 0 0 1 0 1 0 1
1558639931 34 0 0 0 5 0 0 0 1 0 1 0 1
1558640686 35 0 0 0 5 0 0 0 1 0 1 0 1
1558640932 36 0 0 0 5 0 0 0 1 0 1 0 1
1558641373 37 0 0 0 5 0 0 0 1 0 1 0 1
1558641442 38 0 0 0 5 0 0 0 1 0 1 0 1
1558642624 39 0 0 0 5 0 0 0 1 0 1 0 1
1558647961 40 0 0 0 5 0 0 0 1 0 1 0 1
1558649068 41 0 0 0 5 0 0 0 1 0 1 0 1
1559325540 42 0 0 0 5 0 0 0 1 0 1 0 1
1565636650 42 0 0 1 5 0 0 0 1 0 1 0 1
1565637561 42 0 0 2 5 0 0 0 1 0 1 0 1
1565641874 42 0 0 3 5 0 0 0 1 0 1 0 1
1565643310 42 0 0 4 5 0 0 0 1 0 1 0 1
1565702414 42 0 0 4 5 0 1 0 1 0 1 0 1
1565712386 42 0 0 5 5 0 1 0 1 0 1 0 1
1565717160 42 0 0 5 5 0 2 0 1 0 1 0 1
1568229109 42 0 0 5 5 0 2 0 1 0 1 1 1
1568649648 42 0 0 5 5 0 3 0 1 0 1 1 1
1571760683 42 0 0 5 5 1 3 0 1 0 1 1 1
1572031586 42 0 0 5 5 2 3 0 1 0 1 1 1
1579620276 42 0 1 5 5 2 3 0 1 0 1 1 1
1579621833 42 0 2 5 5 2 3 0 1 0 1 1 1
1579622330 42 0 3 5 5 2 3 0 1 0 1 1 1
1579684520 42 0 4 5 5 2 3 0 1 0 1 1 1
1579767333 42 0 5 5 5 2 3 0 1 0 1 1 1
1579767579 42 0 6 5 5 2 3 0 1 0 1 1 1
1579782484 42 0 6 5 5 3 3 0 1 0 1 1 1
1580726209 42 1 6 5 5 3 3 0 1 0 1 1 1
1580810154 42 2 6 5 5 3 3 0 1 0 1 1 1
1580810314 42 3 6 5 5 3 3 0 1 0 1 1 1
1580896580 42 4 6 5 5 3 3 0 1 0 1 1 1
1580896788 42 5 6 5 5 3 3 0 1 0 1 1 1
1580939680 42 5 6 5 5 3 3 1 1 0 1 1 1
1583499330 42 5 6 5 5 4 3 1 1 0 1 1 1
1593511967 42 6 6 5 5 4 3 1 1 0 1 1 1
1593521790 42 7 6 5 5 4 3 1 1 0 1 1 1
1593596746 42 8 6 5 5 4 3 1 1 0 1 1 1
1637211440 42 8 6 5 5 4 3 1 1 1 1 1 1
