1587069092 2020 0 0 0 0
1587146924 4608 0 0 0 0
1588020976 4636 0 0 0 0
1589311098 4636 0 0 0 0
1623265086 4637 0 0 0 0
1633655329 4637 0 0 0 0
1635203143 4637 0 1 0 0
1635483104 4637 0 1 0 0
1635612592 4637 0 1 3 0
1642657003 4756 0 1 3 0
1642658913 5226 0 1 3 0
1642659262 5267 0 1 3 0
1642659874 5321 0 1 3 0
1642659947 5321 0 1 3 0
1642659991 5321 0 1 3 0
1642659992 5321 0 1 3 0
1642701905 5321 0 1 3 4
1642707325 5322 0 1 3 4
1642707401 5322 0 1 3 4
1642707428 5322 0 1 3 4
1642707471 5323 0 1 3 4
1642707927 5324 0 1 3 4
1642708240 5324 0 1 3 4
1642708299 5324 0 1 3 4
1642709343 5413 0 1 3 4
1642777752 5417 0 1 3 4
1643055969 5526 0 1 3 4
1643056284 5527 0 1 3 4
1643057017 5531 0 1 3 4
1643057073 5531 0 1 3 4
1643057182 5531 0 1 3 4
1643663528 5531 0 1 3 4
1643663821 5531 0 1 3 4
1643685665 5552 0 1 3 4
1643686176 5552 1 1 3 4
1643686227 5552 1 1 3 4
1643686322 5553 1 1 3 4
1643686372 5553 1 1 3 4
1643727259 5555 1 1 3 4
1643729545 5563 1 1 3 4
1643730864 5596 1 1 3 4
1643730930 5596 1 1 3 4
1643730996 5596 1 1 3 4
1643929700 5596 1 1 3 4
1652745811 5597 1 1 3 4
1652745901 5597 1 1 3 4
1653100050 5604 1 1 3 4
1653626328 5604 1 1 3 4
