1587069092 1 0 0 0 0
1587146924 2 0 0 0 0
1588020976 3 0 0 0 0
1589311098 3 1 0 0 0
1623265086 4 1 0 0 0
1633655329 4 2 0 0 0
1635203143 4 2 1 0 0
1635483104 4 3 1 0 0
1635612592 4 3 1 1 0
1642657003 5 3 1 1 0
1642658913 6 3 1 1 0
1642659262 7 3 1 1 0
1642659874 8 3 1 1 0
1642659947 8 4 1 1 0
1642659991 9 4 1 1 0
1642659992 10 4 1 1 0
1642701905 10 4 1 1 1
1642707325 11 4 1 1 1
1642707401 11 5 1 1 1
1642707428 12 5 1 1 1
1642707471 13 5 1 1 1
1642707927 14 5 1 1 1
1642708240 14 6 1 1 1
1642708299 14 7 1 1 1
1642709343 15 7 1 1 1
1642777752 16 7 1 1 1
1643055969 17 7 1 1 1
1643056284 18 7 1 1 1
1643057017 19 7 1 1 1
1643057073 19 8 1 1 1
1643057182 20 8 1 1 1
1643663528 20 9 1 1 1
1643663821 21 9 1 1 1
1643685665 22 9 1 1 1
1643686176 22 10 1 1 1
1643686227 22 11 1 1 1
1643686322 23 11 1 1 1
1643686372 23 12 1 1 1
1643727259 24 12 1 1 1
1643729545 25 12 1 1 1
1643730864 26 12 1 1 1
1643730930 26 13 1 1 1
1643730996 27 13 1 1 1
1643929700 27 14 1 1 1
1652745811 28 14 1 1 1
1652745901 28 15 1 1 1
1653100050 29 15 1 1 1
1653626328 29 16 1 1 1
