1532016627 0 0 0 0 0 0 0 1 0 0 0 0
1532378121 0 0 0 0 0 0 0 1 0 0 0 1
1532378992 0 1 0 0 0 0 0 1 0 0 0 1
1548629841 0 1 1 0 0 0 0 1 0 0 0 1
1548678171 0 1 2 0 0 0 0 1 0 0 0 1
1548932491 0 1 2 0 0 0 0 1 0 0 1 1
1553113646 0 1 3 0 0 0 0 1 0 0 1 1
1553163439 0 1 4 0 0 0 0 1 0 0 1 1
1558269343 0 1 5 0 0 0 0 1 0 0 1 1
1559502708 0 1 6 0 0 0 0 1 0 0 1 1
1561798563 0 1 7 0 0 0 0 1 0 0 1 1
1563038633 0 1 8 0 0 0 0 1 0 0 1 1
1564994190 0 1 9 0 0 0 0 1 0 0 1 1
1576345052 0 1 9 1 0 0 0 1 0 0 1 1
1576587191 0 1 9 2 0 0 0 1 0 0 1 1
1577102192 0 1 9 3 0 0 0 1 0 0 1 1
1578522964 0 2 9 3 0 0 0 1 0 0 1 1
1578617289 0 3 9 3 0 0 0 1 0 0 1 1
1578692762 0 4 9 3 0 0 0 1 0 0 1 1
1578782028 0 5 9 3 0 0 0 1 0 0 1 1
1578782051 0 6 9 3 0 0 0 1 0 0 1 1
1578853824 0 7 9 3 0 0 0 1 0 0 1 1
1579034750 0 8 9 3 0 0 0 1 0 0 1 1
1580237493 0 9 9 3 0 0 0 1 0 0 1 1
1581678976 0 10 9 3 0 0 0 1 0 0 1 1
1581790614 0 11 9 3 0 0 0 1 0 0 1 1
1581790775 0 12 9 3 0 0 0 1 0 0 1 1
1581797985 0 13 9 3 0 0 0 1 0 0 1 1
1581798837 0 14 9 3 0 0 0 1 0 0 1 1
1582034698 0 15 9 3 0 0 0 1 0 0 1 1
1582044315 0 16 9 3 0 0 0 1 0 0 1 1
1582044424 0 17 9 3 0 0 0 1 0 0 1 1
1582044497 0 18 9 3 0 0 0 1 0 0 1 1
1582044591 0 19 9 3 0 0 0 1 0 0 1 1
1582044649 0 20 9 3 0 0 0 1 0 0 1 1
1582044735 0 21 9 3 0 0 0 1 0 0 1 1
1582044793 0 22 9 3 0 0 0 1 0 0 1 1
