1532016627 0 0 0 0 0 0 0 233 0 0 0 0
1532378121 0 0 0 0 0 0 0 233 0 0 0 1
1532378992 0 0 0 0 0 0 0 233 0 0 0 1
1548629841 0 0 30 0 0 0 0 233 0 0 0 1
1548678171 0 0 79 0 0 0 0 233 0 0 0 1
1548932491 0 0 79 0 0 0 0 233 0 0 1 1
1553113646 0 0 94 0 0 0 0 233 0 0 1 1
1553163439 0 0 94 0 0 0 0 233 0 0 1 1
1558269343 0 0 134 0 0 0 0 233 0 0 1 1
1559502708 0 0 174 0 0 0 0 233 0 0 1 1
1561798563 0 0 190 0 0 0 0 233 0 0 1 1
1563038633 0 0 192 0 0 0 0 233 0 0 1 1
1564994190 0 0 207 0 0 0 0 233 0 0 1 1
1576345052 0 0 207 5 0 0 0 233 0 0 1 1
1576587191 0 0 207 19 0 0 0 233 0 0 1 1
1577102192 0 0 207 22 0 0 0 233 0 0 1 1
1578522964 0 3 207 22 0 0 0 233 0 0 1 1
1578617289 0 111 207 22 0 0 0 233 0 0 1 1
1578692762 0 116 207 22 0 0 0 233 0 0 1 1
1578782028 0 121 207 22 0 0 0 233 0 0 1 1
1578782051 0 135 207 22 0 0 0 233 0 0 1 1
1578853824 0 137 207 22 0 0 0 233 0 0 1 1
1579034750 0 138 207 22 0 0 0 233 0 0 1 1
1580237493 0 357 207 22 0 0 0 233 0 0 1 1
1581678976 0 488 207 22 0 0 0 233 0 0 1 1
1581790614 0 547 207 22 0 0 0 233 0 0 1 1
1581790775 0 564 207 22 0 0 0 233 0 0 1 1
1581797985 0 572 207 22 0 0 0 233 0 0 1 1
1581798837 0 937 207 22 0 0 0 233 0 0 1 1
1582034698 0 938 207 22 0 0 0 233 0 0 1 1
1582044315 0 940 207 22 0 0 0 233 0 0 1 1
1582044424 0 946 207 22 0 0 0 233 0 0 1 1
1582044497 0 947 207 22 0 0 0 233 0 0 1 1
1582044591 0 948 207 22 0 0 0 233 0 0 1 1
1582044649 0 982 207 22 0 0 0 233 0 0 1 1
1582044735 0 989 207 22 0 0 0 233 0 0 1 1
1582044793 0 990 207 22 0 0 0 233 0 0 1 1
1582044923 0 1015 207 22 0 0 0 233 0 0 1 1
1582045102 0 1060 207 22 0 0 0 233 0 0 1 1
1582045297 0 1118 207 22 0 0 0 233 0 0 1 1
1582050550 0 1122 207 22 0 0 0 233 0 0 1 1
1583695882 0 1123 207 22 0 0 0 233 0 0 1 1
1583696009 0 1170 207 22 0 0 0 233 0 0 1 1
1583782021 0 1173 207 22 0 0 0 233 0 0 1 1
1584224720 0 1224 207 22 0 0 0 233 0 0 1 1
1586121964 0 1224 207 22 0 3 0 233 0 0 1 1
1586122002 0 1224 207 22 0 7 0 233 0 0 1 1
1587138596 0 1247 207 22 0 7 0 233 0 0 1 1
1587138638 0 1302 207 22 0 7 0 233 0 0 1 1
1587138975 0 1342 207 22 0 7 0 233 0 0 1 1
1587139026 0 1415 207 22 0 7 0 233 0 0 1 1
1587405314 0 1422 207 22 0 7 0 233 0 0 1 1
1587757935 7 1422 207 22 0 7 0 233 0 0 1 1
1587758025 75 1422 207 22 0 7 0 233 0 0 1 1
1589050669 80 1422 207 22 0 7 0 233 0 0 1 1
1589050706 83 1422 207 22 0 7 0 233 0 0 1 1
1589050731 84 1422 207 22 0 7 0 233 0 0 1 1
1589050747 86 1422 207 22 0 7 0 233 0 0 1 1
1589050762 104 1422 207 22 0 7 0 233 0 0 1 1
1589050953 105 1422 207 22 0 7 0 233 0 0 1 1
1589065300 109 1422 207 22 0 7 0 233 0 0 1 1
1589462734 145 1422 207 22 0 7 0 233 0 0 1 1
1589462924 155 1422 207 22 0 7 0 233 0 0 1 1
1589463056 380 1422 207 22 0 7 0 233 0 0 1 1
1589481409 439 1422 207 22 0 7 0 233 0 0 1 1
1589488748 455 1422 207 22 0 7 0 233 0 0 1 1
1589551731 486 1422 207 22 0 7 0 233 0 0 1 1
1591620854 489 1422 207 22 0 7 0 233 0 0 1 1
1593275120 489 1422 207 22 0 7 2 233 0 0 1 1
1611221046 489 1422 207 22 0 7 2 233 3 0 1 1
1613475709 554 1422 207 22 0 7 2 233 3 0 1 1
1613475730 556 1422 207 22 0 7 2 233 3 0 1 1
1613476089 560 1422 207 22 0 7 2 233 3 0 1 1
1613476137 563 1422 207 22 0 7 2 233 3 0 1 1
1618073150 563 1422 207 22 0 7 2 233 3 23 1 1
1618325853 872 1422 207 22 0 7 2 233 3 23 1 1
1618326012 877 1422 207 22 0 7 2 233 3 23 1 1
1618328686 898 1422 207 22 0 7 2 233 3 23 1 1
1618414153 1021 1422 207 22 0 7 2 233 3 23 1 1
1618414455 1043 1422 207 22 0 7 2 233 3 23 1 1
1618414717 1052 1422 207 22 0 7 2 233 3 23 1 1
1618414993 1080 1422 207 22 0 7 2 233 3 23 1 1
1618487339 1085 1422 207 22 0 7 2 233 3 23 1 1
1618487355 1097 1422 207 22 0 7 2 233 3 23 1 1
1618487485 1207 1422 207 22 0 7 2 233 3 23 1 1
1618500448 1211 1422 207 22 0 7 2 233 3 23 1 1
1618500464 1227 1422 207 22 0 7 2 233 3 23 1 1
1618500572 1291 1422 207 22 0 7 2 233 3 23 1 1
1618928687 1292 1422 207 22 0 7 2 233 3 23 1 1
1618928704 1294 1422 207 22 0 7 2 233 3 23 1 1
1618928725 1338 1422 207 22 0 7 2 233 3 23 1 1
1618928750 1368 1422 207 22 0 7 2 233 3 23 1 1
1618928769 1369 1422 207 22 0 7 2 233 3 23 1 1
1618928783 1370 1422 207 22 0 7 2 233 3 23 1 1
1618928808 1386 1422 207 22 0 7 2 233 3 23 1 1
