1441662596 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1441732982 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1443010820 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1443189415 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1445598082 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
1449235538 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
1453838179 2 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0
1454583289 2 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0
1455025641 3 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0
1455286675 4 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0
1457045517 4 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0
1457536294 4 0 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0
1458586489 4 0 0 6 0 3 0 0 0 0 0 0 0 0 0 0 0
1458596735 4 0 0 6 0 3 0 0 0 0 0 0 1 0 0 0 0
1459503779 5 0 0 6 0 3 0 0 0 0 0 0 1 0 0 0 0
1459507701 6 0 0 6 0 3 0 0 0 0 0 0 1 0 0 0 0
1468900856 6 0 0 6 0 3 1 0 0 0 0 0 1 0 0 0 0
1469256910 6 0 0 6 0 3 2 0 0 0 0 0 1 0 0 0 0
1473246445 7 0 0 6 0 3 2 0 0 0 0 0 1 0 0 0 0
1478546271 7 0 0 6 1 3 2 0 0 0 0 0 1 0 0 0 0
1490871389 7 0 0 6 1 3 3 0 0 0 0 0 1 0 0 0 0
1504036208 7 0 0 6 2 3 3 0 0 0 0 0 1 0 0 0 0
1516744821 7 0 0 6 2 3 3 0 0 0 1 0 1 0 0 0 0
1519397664 7 0 0 6 2 3 3 0 0 0 1 0 1 0 1 0 0
1528817485 7 0 0 6 3 3 3 0 0 0 1 0 1 0 1 0 0
1528880599 7 0 0 6 4 3 3 0 0 0 1 0 1 0 1 0 0
1546983040 7 0 0 6 4 3 3 0 0 0 1 0 1 1 1 0 0
1546984816 7 0 1 6 4 3 3 0 0 0 1 0 1 1 1 0 0
1547038663 7 0 2 6 4 3 3 0 0 0 1 0 1 1 1 0 0
1550230795 7 0 2 6 4 3 3 0 0 0 1 0 1 1 1 1 0
1552496741 7 0 3 6 4 3 3 0 0 0 1 0 1 1 1 1 0
1553616759 7 0 4 6 4 3 3 0 0 0 1 0 1 1 1 1 0
1556029874 7 0 4 6 4 3 3 0 0 0 1 1 1 1 1 1 0
1557755600 7 0 4 6 4 3 3 1 0 0 1 1 1 1 1 1 0
1557825911 7 0 4 6 4 3 3 2 0 0 1 1 1 1 1 1 0
1557946680 7 0 4 6 4 3 3 3 0 0 1 1 1 1 1 1 0
1559687298 7 0 5 6 4 3 3 3 0 0 1 1 1 1 1 1 0
1580405596 7 0 5 6 4 3 3 3 0 1 1 1 1 1 1 1 0
1582121921 7 0 6 6 4 3 3 3 0 1 1 1 1 1 1 1 0
1593183811 7 1 6 6 4 3 3 3 0 1 1 1 1 1 1 1 0
1594644043 7 2 6 6 4 3 3 3 0 1 1 1 1 1 1 1 0
1594819611 7 3 6 6 4 3 3 3 0 1 1 1 1 1 1 1 0
1601468866 7 3 6 6 4 3 3 3 1 1 1 1 1 1 1 1 0
1601508095 7 3 6 6 4 3 3 3 2 1 1 1 1 1 1 1 0
1605026822 7 3 6 6 4 3 3 3 2 1 1 1 1 1 1 1 1
1610321029 7 4 6 6 4 3 3 3 2 1 1 1 1 1 1 1 1
1626767627 7 5 6 6 4 3 3 3 2 1 1 1 1 1 1 1 1
1626802210 7 6 6 6 4 3 3 3 2 1 1 1 1 1 1 1 1
