1528152414 0 0 0 604 0 0 0 0 0
1528395794 2 0 0 604 0 0 0 0 0
1529026205 20 0 0 604 0 0 0 0 0
1529450002 20 22 0 604 0 0 0 0 0
1529451744 20 30 0 604 0 0 0 0 0
1549977950 20 30 0 604 0 0 0 0 1
1554164939 91 30 0 604 0 0 0 0 1
1554165156 94 30 0 604 0 0 0 0 1
1555955694 94 30 0 604 81 0 0 0 1
1557181598 94 30 0 604 81 1 0 0 1
1557183714 96 30 0 604 81 1 0 0 1
1558125850 97 30 0 604 81 1 0 0 1
1559850708 97 131 0 604 81 1 96 2 1
1565136631 97 131 0 1894 81 1 96 2 1
1593038766 97 131 33 1894 81 1 96 2 1
1593973351 97 131 34 1894 81 1 96 2 1
