1559137685 0 0 0 0 1 0 0 0 0 0 0 0 0
1559149327 0 1 0 0 1 0 0 0 0 0 0 0 0
1560245656 0 2 0 0 1 0 0 0 0 0 0 0 0
1560249957 0 3 0 0 1 0 0 0 0 0 0 0 0
1560323132 0 4 0 0 1 0 0 0 0 0 0 0 0
1560323309 0 5 0 0 1 0 0 0 0 0 0 0 0
1560769529 0 6 0 0 1 0 0 0 0 0 0 0 0
1561117657 0 7 0 0 1 0 0 0 0 0 0 0 0
1561733959 0 8 0 0 1 0 0 0 0 0 0 0 0
1561981377 0 8 0 0 1 0 1 0 0 0 0 0 0
1562053121 0 8 0 0 1 0 2 0 0 0 0 0 0
1562053576 0 8 1 0 1 0 2 0 0 0 0 0 0
1562330226 0 8 1 0 1 0 3 0 0 0 0 0 0
1562335876 0 8 2 0 1 0 3 0 0 0 0 0 0
1564492896 0 8 2 0 1 0 3 0 0 1 0 0 0
1564498558 0 8 2 0 1 0 3 0 0 1 1 0 0
1564558616 0 8 3 0 1 0 3 0 0 1 1 0 0
1564997255 0 8 3 0 1 0 4 0 0 1 1 0 0
1564997857 0 8 3 0 1 0 5 0 0 1 1 0 0
1565002347 0 8 3 0 1 0 6 0 0 1 1 0 0
1565003021 0 8 4 0 1 0 6 1 0 1 1 0 0
1565031387 0 8 4 0 1 0 6 2 0 1 1 0 0
1565144956 0 8 5 0 1 0 6 2 0 1 1 0 0
1565355946 0 8 5 0 2 0 6 2 0 1 1 0 0
1565357069 0 8 5 0 3 0 6 2 0 1 1 0 0
1565357182 0 8 5 0 4 0 6 2 0 1 1 0 0
1565360262 0 8 5 0 5 0 6 2 0 1 1 0 0
1565706018 0 8 5 0 5 0 6 2 1 1 1 0 0
1565706864 0 8 6 0 5 0 6 2 1 1 1 0 0
1568392322 0 8 6 0 6 0 6 2 1 1 1 0 0
1568393020 0 8 7 0 6 0 6 2 1 1 1 0 0
1569848752 0 8 7 0 7 0 6 2 1 1 1 0 0
1569850491 0 8 8 0 7 0 6 2 1 1 1 0 0
1569851029 0 8 8 0 8 0 6 2 1 1 1 0 0
1569851495 0 8 8 0 9 0 6 2 1 1 1 0 0
1570020969 0 8 9 0 9 0 6 2 1 1 1 0 0
1570022327 0 8 10 0 9 0 6 2 1 1 1 0 0
1570044309 0 8 10 0 9 0 6 3 1 1 1 0 0
1570461608 0 8 11 0 9 0 6 3 1 1 1 0 0
1571207792 0 8 11 0 9 1 6 3 1 1 1 0 0
1571208112 0 8 11 0 9 2 6 3 1 1 1 0 0
1571208197 0 8 11 0 9 3 6 3 1 1 1 0 0
1571223781 0 8 11 0 9 4 6 3 1 1 1 0 0
1571224480 0 8 11 0 9 5 6 3 1 1 1 0 0
1571225531 0 8 12 0 9 5 6 3 1 1 1 0 0
1572548640 0 8 12 0 9 6 6 3 1 1 1 0 0
1572786372 0 8 12 0 9 7 6 3 1 1 1 0 0
1572955111 0 8 13 0 9 7 6 3 1 1 1 0 0
1572955749 0 8 14 0 9 7 6 3 1 1 1 0 0
1573732217 0 9 14 0 9 7 6 3 1 1 1 0 0
1582033425 0 10 14 0 9 7 6 3 1 1 1 0 0
1601513673 0 11 14 0 9 7 6 3 1 1 1 0 0
1610115550 1 11 14 0 9 7 6 3 1 1 1 0 0
1610983133 2 11 14 0 9 7 6 3 1 1 1 0 0
1610983290 3 11 14 0 9 7 6 3 1 1 1 0 0
1610987574 3 11 15 0 9 7 6 3 1 1 1 0 0
1611089556 4 11 15 0 9 7 6 3 1 1 1 0 0
1611160797 5 11 15 0 9 7 6 3 1 1 1 0 0
1611161580 6 11 15 0 9 7 6 3 1 1 1 0 0
1611162532 7 11 15 0 9 7 6 3 1 1 1 0 0
1611162721 8 11 15 0 9 7 6 3 1 1 1 0 0
1611162782 9 11 15 0 9 7 6 3 1 1 1 0 0
1611169565 9 11 16 0 9 7 6 3 1 1 1 0 0
1611218704 10 11 16 0 9 7 6 3 1 1 1 0 0
1611218745 11 11 16 0 9 7 6 3 1 1 1 0 0
1611218781 12 11 16 0 9 7 6 3 1 1 1 0 0
1611229366 12 11 17 0 9 7 6 3 1 1 1 0 0
1611321872 13 11 17 0 9 7 6 3 1 1 1 0 0
1611326358 17 11 18 0 9 7 6 3 1 1 1 0 0
1611327646 17 11 19 0 9 7 6 3 1 1 1 0 0
1611330632 17 12 19 0 9 7 6 3 1 1 1 0 0
1611334414 19 12 19 0 9 7 6 3 1 1 1 0 0
1611564168 19 12 20 0 9 7 6 3 1 1 1 0 0
1616136114 19 13 20 0 9 7 6 3 1 1 1 0 0
1616443661 19 14 20 0 9 7 6 3 1 1 1 0 0
1616618225 19 15 20 0 9 7 6 3 1 1 1 0 0
1620660488 19 16 20 0 9 7 6 3 1 1 1 0 0
1625125639 19 17 20 0 9 7 6 3 1 1 1 0 0
1636546881 19 17 20 2 9 7 6 3 1 1 1 0 0
1636548356 19 17 20 3 9 7 6 3 1 1 1 0 0
1636641761 19 17 20 4 9 7 6 3 1 1 1 0 0
1636641958 19 17 20 5 9 7 6 3 1 1 1 0 0
1636642042 19 17 20 6 9 7 6 3 1 1 1 0 0
1636642128 19 17 20 7 9 7 6 3 1 1 1 0 0
1636642192 19 17 20 8 9 7 6 3 1 1 1 0 0
1636642571 19 17 20 9 9 7 6 3 1 1 1 0 0
1636995789 19 17 20 10 9 7 6 3 1 1 1 0 0
1636997070 19 17 20 11 9 7 6 3 1 1 1 0 0
1637054264 19 17 20 12 9 7 6 3 1 1 1 0 0
1637054719 19 17 20 13 9 7 6 3 1 1 1 0 0
1637067748 19 17 20 14 9 7 6 3 1 1 1 0 0
1637069454 19 17 20 15 9 7 6 3 1 1 1 0 0
1637072446 19 17 21 15 9 7 6 3 1 1 1 0 0
1642525167 19 18 21 15 9 7 6 3 1 1 1 0 0
1642604377 19 19 21 15 9 7 6 3 1 1 1 0 0
1642760583 19 20 21 15 9 7 6 3 1 1 1 0 0
1644267956 19 21 21 15 9 7 6 3 1 1 1 0 0
1644917794 20 21 21 15 9 7 6 3 1 1 1 0 0
1644917985 21 21 21 15 9 7 6 3 1 1 1 0 0
1644918236 22 21 21 15 9 7 6 3 1 1 1 0 0
1644922252 22 21 22 15 9 7 6 3 1 1 1 0 0
1647257102 22 21 22 15 9 7 6 3 1 1 1 0 1
1648116577 22 21 23 15 9 7 6 3 1 1 1 0 1
1649401809 23 21 23 15 9 7 6 3 1 1 1 0 1
1652084894 24 21 23 15 9 7 6 3 1 1 1 0 1
1652094923 24 21 24 15 9 7 6 3 1 1 1 0 1
1652303050 24 22 24 15 9 7 6 3 1 1 1 0 1
1652695215 24 22 24 15 9 7 6 3 1 1 1 1 1
1652722221 24 23 24 15 9 7 6 3 1 1 1 1 1
1652784151 25 23 24 15 9 7 6 3 1 1 1 1 1
1652785898 25 23 25 15 9 7 6 3 1 1 1 1 1
1652973814 25 24 25 15 9 7 6 3 1 1 1 1 1
1656098084 25 25 25 15 9 7 6 3 1 1 1 1 1
