1635273727 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635273954 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274174 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274185 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274266 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635276445 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349247 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349344 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349394 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1637126711 7 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1637173591 7 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0
1637173762 8 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0
1637182766 8 2 0 0 1 0 1 0 0 0 0 0 0 0 0 1
1637183397 9 2 0 0 1 0 1 0 0 0 0 0 0 0 0 1
1637185512 9 2 0 0 1 0 1 0 0 0 0 0 1 0 0 1
1637185724 10 2 0 0 1 0 1 0 0 0 0 0 1 0 0 1
1637188233 10 2 0 0 1 0 1 0 0 0 0 0 1 1 0 1
1637188335 11 2 0 0 1 0 1 0 0 0 0 0 1 1 0 1
1637189593 11 2 0 0 1 0 1 0 1 0 0 0 1 1 0 1
1637191051 12 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210521 13 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210536 14 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210630 15 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210643 16 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210874 17 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637210885 18 2 0 1 1 0 1 0 1 0 0 0 1 1 0 1
1637264552 18 2 0 2 1 0 1 0 1 0 0 0 1 1 0 1
1637268648 18 2 1 2 1 0 1 0 1 0 0 0 1 1 0 1
1637270448 19 2 1 2 1 0 1 0 1 0 0 0 1 1 0 1
1637270488 20 2 1 2 1 0 1 0 1 0 0 0 1 1 0 1
1637270550 20 2 1 2 1 0 1 1 1 0 0 0 1 1 0 1
1637270581 20 2 2 2 1 0 1 1 1 0 0 0 1 1 0 1
1637272102 20 2 2 2 1 1 1 1 1 0 0 0 1 1 0 1
1637272566 20 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637275311 21 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637275345 22 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637275386 23 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637275547 24 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637275555 25 2 2 2 1 1 1 1 1 0 1 0 1 1 0 1
1637306360 25 2 2 2 1 1 1 1 1 0 1 0 1 1 1 1
1637339414 25 2 2 2 1 1 1 1 1 0 1 1 1 1 1 1
1638245811 25 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1
1638253597 26 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1
1638298044 27 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1
1638298189 28 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1
