1635273727 0 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635273954 1 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274174 2 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274185 2 201 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635274266 2 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1635276445 2 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349247 6 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349344 13 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1636349394 16 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1637126711 16 205 0 0 4 0 0 0 0 0 0 0 0 0 0 0
1637173591 16 205 0 0 4 0 6 0 0 0 0 0 0 0 0 0
1637173762 16 205 0 0 4 0 6 0 0 0 0 0 0 0 0 0
1637182766 16 205 0 0 4 0 6 0 0 0 0 0 0 0 0 5
1637183397 16 205 0 0 4 0 6 0 0 0 0 0 0 0 0 5
1637185512 16 205 0 0 4 0 6 0 0 0 0 0 3 0 0 5
1637185724 16 205 0 0 4 0 6 0 0 0 0 0 3 0 0 5
1637188233 16 205 0 0 4 0 6 0 0 0 0 0 3 5 0 5
1637188335 16 205 0 0 4 0 6 0 0 0 0 0 3 5 0 5
1637189593 16 205 0 0 4 0 6 0 3 0 0 0 3 5 0 5
1637191051 16 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210521 20 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210536 20 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210630 22 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210643 22 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210874 25 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637210885 25 205 0 4 4 0 6 0 3 0 0 0 3 5 0 5
1637264552 25 205 0 9 4 0 6 0 3 0 0 0 3 5 0 5
1637268648 25 205 3 9 4 0 6 0 3 0 0 0 3 5 0 5
1637270448 25 205 3 9 4 0 6 0 3 0 0 0 3 5 0 5
1637270488 25 205 3 9 4 0 6 0 3 0 0 0 3 5 0 5
1637270550 25 205 3 9 4 0 6 4 3 0 0 0 3 5 0 5
1637270581 25 205 4 9 4 0 6 4 3 0 0 0 3 5 0 5
1637272102 25 205 4 9 4 3 6 4 3 0 0 0 3 5 0 5
1637272566 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637275311 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637275345 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637275386 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637275547 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637275555 25 205 4 9 4 3 6 4 3 0 5 0 3 5 0 5
1637306360 25 205 4 9 4 3 6 4 3 0 5 0 3 5 2 5
1637339414 25 205 4 9 4 3 6 4 3 0 5 3 3 5 2 5
1638245811 25 205 4 9 4 3 6 4 3 3 5 3 3 5 2 5
1638253597 25 205 4 9 4 3 6 4 3 3 5 3 3 5 2 5
1638298044 25 205 4 9 4 3 6 4 3 3 5 3 3 5 2 5
1638298189 25 205 4 9 4 3 6 4 3 3 5 3 3 5 2 5
