1612533605 1 0 0 0 0 0
1612634702 2 0 0 0 0 0
1612634775 3 0 0 0 0 0
1612637993 4 0 0 0 0 0
1612638080 5 0 0 0 0 0
1612638339 6 0 0 0 0 0
1612638485 7 0 0 0 0 0
1612639253 8 0 0 0 0 0
1612640362 9 0 0 0 0 0
1612647745 10 0 0 0 0 0
1612649200 11 0 0 0 0 0
1612801403 12 0 0 0 0 0
1612809467 13 0 0 0 0 0
1615149063 14 0 0 0 0 0
1619184343 15 0 0 0 0 0
1619526273 15 0 0 1 0 0
1619526616 16 0 0 1 0 0
1620083801 17 0 0 1 0 0
1638207999 17 0 0 1 0 1
1638295200 18 0 0 1 0 1
1639592591 18 0 0 1 1 1
1639671319 19 0 0 1 1 1
1648600728 19 0 1 1 1 1
1648600774 19 0 2 1 1 1
1648600783 19 0 3 1 1 1
1648600836 19 0 4 1 1 1
1648600919 19 0 5 1 1 1
1648601153 19 0 6 1 1 1
1648604799 20 0 6 1 1 1
1648604822 21 0 6 1 1 1
1648604841 21 1 6 1 1 1
1648604852 21 2 6 1 1 1
1648606122 22 2 6 1 1 1
1648606241 23 2 6 1 1 1
1648606298 23 3 6 1 1 1
1648606482 24 3 6 1 1 1
1648606530 24 4 6 1 1 1
1648607303 25 4 6 1 1 1
1648607355 25 5 6 1 1 1
1648607891 26 5 6 1 1 1
1648607929 26 6 6 1 1 1
1648608069 27 6 6 1 1 1
1648608528 27 7 6 1 1 1
1648608746 28 7 6 1 1 1
1648608790 28 8 6 1 1 1
1648609382 29 8 6 1 1 1
1648645208 30 8 6 1 1 1
1648645305 31 8 6 1 1 1
1648666672 32 8 6 1 1 1
1649042368 32 9 6 1 1 1
1649042376 32 10 6 1 1 1
1649042484 33 10 6 1 1 1
1649043151 34 10 6 1 1 1
1649043179 34 11 6 1 1 1
1649043582 35 11 6 1 1 1
1649647330 35 12 6 1 1 1
1649647340 35 13 6 1 1 1
1649647539 36 13 6 1 1 1
1649647592 37 13 6 1 1 1
1650252018 37 14 6 1 1 1
1650252022 37 15 6 1 1 1
1650252410 38 15 6 1 1 1
1650252424 39 15 6 1 1 1
1651461274 39 16 6 1 1 1
1651461285 39 17 6 1 1 1
1651463731 40 17 6 1 1 1
1651463770 41 17 6 1 1 1
1652066955 41 18 6 1 1 1
1652069014 42 18 6 1 1 1
1652671344 42 19 6 1 1 1
1652671355 42 20 6 1 1 1
1652671587 43 20 6 1 1 1
1652671917 44 20 6 1 1 1
1652671956 44 21 6 1 1 1
1652672904 45 21 6 1 1 1
1652672933 45 22 6 1 1 1
1652673286 46 22 6 1 1 1
1652673322 46 23 6 1 1 1
1652673578 47 23 6 1 1 1
1653881744 47 24 6 1 1 1
1653882459 48 24 6 1 1 1
1653882502 48 25 6 1 1 1
1653882503 48 26 6 1 1 1
1653883546 49 26 6 1 1 1
1653883906 50 26 6 1 1 1
1654486169 50 27 6 1 1 1
1654532203 51 27 6 1 1 1
1655090498 51 28 6 1 1 1
1655090731 52 28 6 1 1 1
1655695223 52 29 6 1 1 1
1655695230 52 30 6 1 1 1
1655695925 53 30 6 1 1 1
1655695962 53 31 6 1 1 1
1655695964 53 32 6 1 1 1
1655696006 54 32 6 1 1 1
1655700222 55 32 6 1 1 1
1655700238 56 32 6 1 1 1
1656300473 56 33 6 1 1 1
1656302041 57 33 6 1 1 1
