1612533605 127 0 0 0 0 0
1612634702 132 0 0 0 0 0
1612634775 135 0 0 0 0 0
1612637993 1009 0 0 0 0 0
1612638080 63793 0 0 0 0 0
1612638339 63793 0 0 0 0 0
1612638485 63794 0 0 0 0 0
1612639253 63795 0 0 0 0 0
1612640362 63796 0 0 0 0 0
1612647745 63799 0 0 0 0 0
1612649200 63801 0 0 0 0 0
1612801403 66836 0 0 0 0 0
1612809467 66843 0 0 0 0 0
1615149063 66844 0 0 0 0 0
1619184343 66846 0 0 0 0 0
1619526273 66846 0 0 1 0 0
1619526616 66846 0 0 1 0 0
1620083801 66858 0 0 1 0 0
1638207999 66858 0 0 1 0 2
1638295200 66858 0 0 1 0 2
1639592591 66858 0 0 1 1 2
1639671319 66858 0 0 1 1 2
1648600728 66858 0 2 1 1 2
1648600774 66858 0 3 1 1 2
1648600783 66858 0 830 1 1 2
1648600836 66858 0 830 1 1 2
1648600919 66858 0 3050 1 1 2
1648601153 66858 0 3066 1 1 2
1648604799 66858 0 3066 1 1 2
1648604822 66858 0 3066 1 1 2
1648604841 66858 4 3066 1 1 2
1648604852 66858 8 3066 1 1 2
1648606122 66858 8 3066 1 1 2
1648606241 66858 8 3066 1 1 2
1648606298 66858 30 3066 1 1 2
1648606482 66858 30 3066 1 1 2
1648606530 66858 41 3066 1 1 2
1648607303 66858 41 3066 1 1 2
1648607355 66858 49 3066 1 1 2
1648607891 66858 49 3066 1 1 2
1648607929 66858 57 3066 1 1 2
1648608069 66858 57 3066 1 1 2
1648608528 66858 360 3066 1 1 2
1648608746 66858 360 3066 1 1 2
1648608790 66858 462 3066 1 1 2
1648609382 66858 462 3066 1 1 2
1648645208 66865 462 3066 1 1 2
1648645305 66867 462 3066 1 1 2
1648666672 66867 462 3066 1 1 2
1649042368 66867 470 3066 1 1 2
1649042376 66867 484 3066 1 1 2
1649042484 66867 484 3066 1 1 2
1649043151 66867 484 3066 1 1 2
1649043179 66867 500 3066 1 1 2
1649043582 66867 500 3066 1 1 2
1649647330 66867 508 3066 1 1 2
1649647340 66867 526 3066 1 1 2
1649647539 66867 526 3066 1 1 2
1649647592 66867 526 3066 1 1 2
1650252018 66867 534 3066 1 1 2
1650252022 66867 568 3066 1 1 2
1650252410 66867 568 3066 1 1 2
1650252424 66867 568 3066 1 1 2
1651461274 66867 576 3066 1 1 2
1651461285 66867 584 3066 1 1 2
1651463731 66867 584 3066 1 1 2
1651463770 66867 584 3066 1 1 2
1652066955 66867 592 3066 1 1 2
1652069014 66867 592 3066 1 1 2
1652671344 66867 618 3066 1 1 2
1652671355 66867 644 3066 1 1 2
1652671587 66867 644 3066 1 1 2
1652671917 66867 644 3066 1 1 2
1652671956 66867 672 3066 1 1 2
1652672904 66867 672 3066 1 1 2
1652672933 66867 700 3066 1 1 2
1652673286 66867 700 3066 1 1 2
1652673322 66867 718 3066 1 1 2
1652673578 66867 718 3066 1 1 2
1653881744 66867 726 3066 1 1 2
1653882459 66867 726 3066 1 1 2
1653882502 66867 736 3066 1 1 2
1653882503 66867 744 3066 1 1 2
1653883546 66867 744 3066 1 1 2
1653883906 66867 744 3066 1 1 2
1654486169 66867 752 3066 1 1 2
1654532203 66867 752 3066 1 1 2
1655090498 66867 760 3066 1 1 2
1655090731 66867 760 3066 1 1 2
1655695223 66867 768 3066 1 1 2
1655695230 66867 778 3066 1 1 2
1655695925 66867 778 3066 1 1 2
1655695962 66867 786 3066 1 1 2
1655695964 66867 794 3066 1 1 2
1655696006 66867 794 3066 1 1 2
1655700222 66867 794 3066 1 1 2
1655700238 66867 794 3066 1 1 2
1656300473 66867 802 3066 1 1 2
1656302041 66867 802 3066 1 1 2
