1481584462 0 1 0 0 0
1481779482 0 2 0 0 0
1481779559 0 3 0 0 0
1481779579 0 4 0 0 0
1483137835 0 5 0 0 0
1483138712 0 6 0 0 0
1483171944 0 7 0 0 0
1485637309 1 7 0 0 0
1513547401 2 7 0 0 0
1513548339 3 7 0 0 0
1513665494 4 7 0 0 0
1514421997 5 7 0 0 0
1514422603 6 7 0 0 0
1514599986 7 7 0 0 0
1514601266 8 7 0 0 0
1514837902 9 7 0 0 0
1514838041 10 7 0 0 0
1514869782 11 7 0 0 0
1514995911 12 7 0 0 0
1515523337 13 7 0 0 0
1515525052 14 7 0 0 0
1515525735 15 7 0 0 0
1515636876 16 7 0 0 0
1515636884 17 7 0 0 0
1548874085 17 7 0 1 0
1565801753 17 7 1 1 0
1598071917 17 8 1 1 0
1611903793 17 9 1 1 0
1611904367 17 10 1 1 0
1612064784 17 11 1 1 0
1612137437 17 12 1 1 0
1649401539 17 12 1 1 1
1649485255 17 13 1 1 1
